,Topic,Time,Document
499,12,19,"[23192, 23254, 23256, 23258, 23260, 23283, 23404, 23408, 23443, 23444, 23450, 23491, 23504, 23505, 23669]"
500,12,20,"[23863, 23869, 23896, 23949, 23996, 23997, 24021, 24035, 24037, 24101, 24110, 24125, 24146, 24163, 24174, 24184, 24188, 24265]"
501,12,21,"[24485, 24496, 24517, 24530, 24591, 24604, 24654, 24656, 24661, 24678, 24706, 24753, 24759, 24785, 24796, 24805, 24837, 24906]"
502,12,22,"[25193, 25196, 25218, 25246, 25297, 25311, 25375, 25378, 25425, 25442, 25451, 25458, 25467, 25470, 25492, 25500, 25504, 25505, 25506, 25523, 25535, 25561, 25562, 25566, 25598, 25599, 25610, 25613]"
503,12,23,"[25768, 25825, 25917, 25921, 25945, 25962, 25964, 25979, 25980, 25983, 25985, 25986, 26020, 26021, 26045, 26053, 26054, 26072, 26087, 26105, 26107, 26133, 26146, 26186, 26191, 26211, 26213, 26222]"
504,12,24,"[26364, 26365, 26388, 26419, 26422, 26466, 26496, 26503, 26521, 26527, 26537, 26644, 26651, 26764]"
505,12,25,"[26938, 26948, 26997, 27002, 27003, 27007, 27008, 27031, 27033, 27034, 27038, 27046, 27061, 27064, 27074, 27082, 27093, 27120, 27149, 27150, 27202, 27228, 27237, 27246, 27259, 27284, 27359, 27361, 27364, 27384, 27389, 27390]"
506,12,26,"[27558, 27575, 27610, 27635, 27661, 27739, 27763, 27765, 27814, 27833, 27840, 27841, 27856, 27865, 27875, 27887, 27888, 27903, 27961, 27982, 28007, 28012, 28018, 28034, 28045]"
507,12,27,"[28211, 28221, 28236, 28245, 28288, 28291, 28336, 28384, 28409, 28492, 28503, 28505, 28551, 28604, 28609, 28610, 28624, 28629]"
508,12,28,"[28767, 28768, 28795, 28826, 28841, 28844, 28868, 28926, 28942, 28976, 29079, 29153, 29158, 29170, 29187, 29244, 29258, 29259]"
509,12,29,"[29418, 29443, 29444, 29467, 29516, 29526, 29580, 29593, 29614, 29623, 29644, 29690, 29698, 29700, 29701, 29706, 29722, 29759, 29760, 29766, 29819, 29843, 29858, 29869, 29874, 29876]"
510,12,30,"[29986, 29997, 30013, 30092, 30096, 30148, 30229, 30230, 30232, 30273, 30281, 30283, 30285, 30288, 30348, 30427, 30437, 30442, 30448, 30476, 30483, 30485, 30502, 30513]"
511,12,31,"[30633, 30639, 30662, 30680, 30695, 30700, 30738, 30740, 30741, 30746, 30747, 30749, 30752, 30753, 30756, 30768, 30771, 30774, 30784, 30801, 30802, 30803, 30815, 30818, 30819, 30840, 30853, 30863, 30866, 30871, 30878, 30913, 30914, 30931, 30934, 30936, 30963, 30964, 30969, 30977, 30990, 31017]"
512,12,32,"[31174, 31228, 31277, 31284, 31288, 31306, 31307, 31308, 31329, 31345, 31364, 31370, 31387, 31442, 31477, 31484, 31495, 31503, 31506, 31513, 31515, 31537, 31538, 31553, 31562, 31571, 31580, 31589, 31594, 31603, 31605, 31608, 31628, 31654, 31655, 31656]"
513,12,33,"[31777, 31783, 31793, 31795, 31798, 31802, 31844, 31865, 31885, 31892, 31913, 31943, 31955, 31972, 31975, 31986, 32022, 32025, 32066, 32089, 32091, 32113, 32135, 32151, 32194, 32242, 32244, 32247, 32248, 32259, 32263]"
514,12,34,"[32427, 32438, 32446, 32447, 32469, 32472, 32486, 32495, 32533, 32548, 32552, 32557, 32562, 32570, 32571, 32584, 32585, 32589, 32592, 32603, 32622, 32660, 32666, 32714, 32718, 32730, 32744, 32745, 32771, 32786, 32791, 32808, 32832, 32834, 32849, 32854, 32855, 32859, 32863, 32891, 32905]"
515,12,35,"[33040, 33043, 33059, 33083, 33096, 33139, 33148, 33151, 33162, 33164, 33167, 33176, 33177, 33194, 33195, 33239, 33243, 33247, 33289, 33292, 33303, 33312, 33318, 33319, 33324, 33325, 33338, 33352, 33362, 33369, 33382, 33388, 33403, 33421, 33429, 33434, 33484, 33486, 33487, 33514, 33526, 33527, 33543, 33545, 33552]"
516,12,36,"[33689, 33690, 33697, 33698, 33722, 33734, 33738, 34087, 34096, 34106, 34173]"
517,12,37,"[34306, 34347, 34371, 34439, 34443, 34463, 34464, 34484, 34490, 34493, 34505, 34567, 34570, 34575, 34600, 34603, 34612, 34633, 34658, 34697, 34741, 34745, 34753, 34765]"
518,12,38,"[34942, 34975, 34992, 34998, 34999, 35018, 35057, 35063, 35122, 35123, 35128, 35148, 35155, 35177, 35196, 35197, 35198, 35208, 35211, 35233, 35237, 35385, 35401]"
519,12,39,"[35541, 35543, 35544, 35549, 35598, 35600, 35601, 35657, 35658, 35659]"
520,13,0,[]
521,13,1,"[7, 31, 39, 74, 124, 127, 183, 199, 231, 260, 263, 264, 286, 303, 318, 331, 388, 444, 499, 568, 582, 593, 594, 599, 623, 633, 798, 799, 863, 940, 941, 948, 982, 988, 997, 1002, 1007, 1046, 1055, 1056, 1087, 1095, 1105, 1108, 1127, 1172, 1184, 1187, 1250, 1260, 1262, 1313, 1325, 1343, 1373, 1484, 1510, 1513, 1619, 1688, 1729, 1873, 1908, 1931, 1957, 1996, 2057, 2082, 2113, 2117, 2126, 2130, 2182, 2186, 2307, 2408, 2421, 2441, 2449, 2461, 2469, 2472, 2483, 2502, 2542, 2548, 2549, 2554, 2594, 2604, 2639, 2668, 2671, 2672, 2689, 2690, 2707, 2730, 2731, 2732, 2734, 2751, 2756, 2761, 2772, 2789, 2798, 2809, 2830, 2834, 2835, 2836, 2837, 2840, 2844, 2849, 2854, 2858, 2860, 2864, 2869, 2870, 2871, 2872, 2875, 2878, 2879, 2882, 2884, 2888, 2889, 2899, 2903, 2916, 2920, 2923, 2926, 2941, 2944, 2955, 2961, 2982, 2991, 2999, 3004, 3008, 3016, 3036, 3047, 3051, 3054, 3055, 3058, 3069, 3083, 3085, 3095, 3098, 3099, 3111, 3112, 3118, 3125, 3126, 3131, 3139, 3142, 3149, 3152, 3156, 3181, 3184, 3201, 3202, 3233, 3235, 3243, 3246, 3261, 3271, 3290, 3294, 3300, 3304, 3308, 3319, 3320, 3325, 3353, 3356, 3366, 3370, 3394, 3395, 3398, 3402, 3403, 3404, 3413, 3423, 3425, 3439, 3455, 3459, 3461, 3462, 3470, 3474, 3485, 3505, 3510, 3523, 3524, 3552, 3569, 3575, 3596, 3628, 3636, 3642, 3671, 3708, 3745, 3766, 3772, 3785, 3793, 3895, 3904, 3945, 3949, 3959, 3987, 3993, 3995, 4005, 4008, 4031, 4045, 4057, 4089, 4129, 4167, 4179, 4183, 4238, 4258, 4320, 4321, 4359, 4400, 4402, 4422, 4456, 4476, 4488, 4521, 4522, 4525, 4526, 4546, 4562, 4574, 4616, 4651, 4664, 4699, 4724, 4759, 4779, 4833, 4884, 4885, 4894, 4905, 4921, 4927, 4959, 4969, 4998, 4999, 5016, 5033, 5049, 5099, 5123, 5140, 5151, 5188, 5197, 5199, 5223, 5260, 5280, 5296, 5299, 5361, 5378, 5447, 5461, 5467, 5473, 5485, 5508, 5590, 5595, 5606, 5633, 5636, 5648, 5661, 5679, 5709, 5712, 5734, 5783, 5796, 5807, 5826, 5867, 5881, 5918, 5919, 5962, 5999, 6058, 6086, 6106, 6113, 6126, 6131, 6143, 6161, 6188, 6190, 6232, 6238, 6291, 6316, 6317, 6341, 6343, 6351, 6383, 6388, 6423, 6450, 6479, 6481, 6491, 6511, 6554, 6603, 6607, 6609, 6614, 6622, 6647, 6688, 6697, 6729, 6730, 6753, 6761, 6772, 6774, 6795, 6821, 6831, 6897, 6906, 6962, 6970, 6999, 7024, 7028, 7052, 7063, 7068, 7125, 7137, 7139, 7164, 7170, 7177, 7186, 7191, 7193, 7198, 7199, 7202, 7226, 7238, 7267, 7269, 7308, 7336, 7338, 7351, 7352, 7366, 7370, 7382, 7388, 7390, 7428, 7576, 7621, 7644, 7651]"
522,13,2,"[9338, 9341, 9345, 9359, 9394, 9424, 9428, 9446, 9450, 9453, 9506, 9518, 9521, 9596, 9709, 9721, 9765, 9782, 9791, 9801, 9831, 9845, 9866, 9883, 9885, 9887, 9899, 9913, 10025, 10035, 10072, 10076, 10084, 10154, 10183, 10193, 10202, 10207, 10215, 10226, 10237, 10238, 10259, 10348, 10351, 10463, 10527, 10528, 10545, 10555, 10568, 10589, 10609, 10613, 10628, 10629, 10668, 10749, 10850, 10875, 10897, 10931, 10952, 10959, 11001, 11006, 11033, 11083, 11100, 11113, 11192, 11202, 11277, 11316, 11336, 11354, 11404, 11427, 11478]"
523,13,3,"[11607, 11608, 11646, 11647, 11650, 11764, 11788, 11789, 11878, 11889, 11893, 11902, 11926, 11936, 11965, 11966, 11985, 12084]"
524,13,4,"[12276, 12286, 12288, 12300, 12301, 12302, 12328, 12350, 12364, 12375, 12435, 12436, 12488, 12544, 12615, 12624, 12625, 12677]"
525,13,5,"[12862, 12946, 12965, 12969, 12970, 12980, 12988, 12998, 13075, 13115, 13155, 13171, 13177, 13197, 13198, 13204, 13224, 13304]"
526,13,6,"[13473, 13588, 13590, 13676, 13710]"
527,13,7,"[13998, 14011, 14103, 14210, 14243, 14487]"
528,13,8,"[14603, 14604, 14621, 14646, 14654, 14670, 14735, 14796, 14797, 14867, 14933]"
529,13,9,"[15265, 15267, 15405, 15486, 15489, 15502, 15518, 15544, 15547, 15580, 15599, 15603, 15615, 15689, 15692, 15693, 15714, 15770, 15790]"
530,13,10,"[16083, 16094, 16252, 16371, 16431, 16529, 16584, 16633]"
531,13,11,"[16912, 16918, 16927, 16949, 16973, 16974, 16994, 17013, 17031, 17052, 17056, 17174, 17311, 17332, 17335, 17339, 17351, 17375, 17388, 17391, 17423]"
532,13,12,"[17544, 17626, 17667, 17679, 17726, 17745, 17764, 17766, 17824, 17862, 17896, 17908]"
533,13,13,"[18031, 18041, 18080, 18095, 18144, 18218, 18225, 18269, 18327, 18394, 18419, 18472, 18474, 18477]"
534,13,14,"[18715, 18740, 18921, 18944, 18984, 18989, 19014, 19058, 19081, 19101, 19117, 19171, 19184, 19265, 19407, 19409, 19556, 19558, 19657, 19666, 19667, 19746, 19766, 19785, 19831, 19844, 19912]"
535,13,15,"[20145, 20186, 20201, 20296, 20372, 20395, 20417, 20421, 20423, 20424, 20437, 20449, 20506, 20512, 20514, 20537, 20538, 20544, 20564, 20565, 20577, 20586, 20588, 20592, 20597, 20598, 20609, 20618, 20621, 20628, 20656, 20657, 20667, 20711, 20715, 20727, 20737]"
536,13,16,"[20870, 20901, 20902, 20909, 20927, 20978, 21004, 21023, 21035, 21053, 21083, 21091, 21095, 21102, 21114, 21139, 21143, 21150, 21178, 21190, 21204, 21222, 21235, 21256, 21315, 21351]"
537,13,17,"[21555, 21586, 21587, 21659, 21678, 21707, 21723, 21743, 21779, 21783, 21784, 21805, 21808, 21820, 21821, 21829, 21830, 21843, 21846, 21847, 21866, 21867, 21871, 21872, 21875, 21889, 21899, 21903, 21904, 21907, 21912, 21913, 21917, 21920, 21926, 21938, 21954, 22002, 22050]"
538,13,18,"[22203, 22238, 22240, 22259, 22291, 22293, 22337, 22362, 22389, 22401, 22403, 22420, 22427, 22450, 22491, 22494, 22516, 22593, 22611, 22619, 22624, 22625, 22626, 22662, 22692, 22781, 22789, 22998, 23010, 23065]"
539,13,19,"[23200, 23201, 23263, 23297, 23320, 23393, 23424, 23441, 23460, 23464, 23566, 23617, 23629, 23679]"
540,13,20,"[23822, 23838, 23864, 24077, 24078, 24168, 24287]"
541,13,21,"[24559, 24592, 24672, 24711, 24767, 24768, 24817, 24865]"
542,13,22,"[25184, 25259, 25260, 25280, 25295, 25301, 25313, 25335, 25341, 25374, 25377, 25449, 25450, 25478, 25483, 25498, 25515, 25528, 25540, 25611, 25629, 25632]"
543,13,23,"[25857, 25889, 25927, 25942, 26008, 26039, 26046, 26050, 26071, 26115, 26155, 26164, 26195, 26200, 26210, 26212, 26244]"
544,13,24,"[26405, 26408, 26432, 26512, 26544, 26545, 26547, 26582, 26587, 26599, 26603, 26609, 26610, 26613, 26614, 26615, 26616, 26617, 26619, 26620, 26621, 26622, 26623, 26624, 26628, 26634, 26648, 26678, 26691, 26714, 26728, 26735]"
545,13,25,"[26985, 27057, 27067, 27091, 27099, 27115, 27116, 27166, 27199, 27210, 27291, 27321, 27350]"
546,13,26,"[27628, 27800, 27806, 27810, 27812, 27939, 27969, 27980, 28004, 28033, 28040]"
547,13,27,"[28183, 28184, 28198, 28209, 28220, 28278, 28324, 28344, 28360, 28383, 28490, 28522, 28531, 28534, 28556, 28563, 28614, 28647]"
548,13,28,"[28833, 28834, 28855, 29080, 29160, 29178, 29207, 29262]"
549,13,29,"[29403, 29404, 29424, 29432, 29541, 29572, 29625, 29627, 29640, 29662, 29815, 29826]"
550,13,30,"[30004, 30005, 30161, 30237, 30238, 30249, 30257, 30305, 30311, 30369, 30370, 30408, 30468]"
551,13,31,"[30693, 30719, 30722, 30737, 30766, 30809, 30856, 30898, 30944, 30981, 31008, 31012]"
552,13,32,"[31189, 31207, 31213, 31225, 31283, 31321, 31324, 31325, 31443, 31452, 31483, 31507, 31509, 31569, 31590, 31615, 31646]"
553,13,33,"[31779, 31841, 31847, 31901, 31924, 32017, 32033, 32046, 32116, 32148, 32265]"
554,13,34,"[32413, 32425, 32476, 32483, 32517, 32581, 32604, 32607, 32702, 32703, 32704, 32709]"
555,13,35,"[33074, 33121, 33124, 33140, 33200, 33228, 33340, 33354, 33355, 33444, 33459, 33475, 33493, 33536, 33546, 33553, 33556, 33557]"
556,13,36,"[33752, 33817, 33874, 33878, 33886, 33896, 33897, 33921, 33950, 33953, 33961, 33965, 33970, 33971, 33987, 33992, 33996, 34004, 34010, 34011, 34016, 34022, 34027, 34029, 34041, 34042, 34047, 34057, 34075, 34078, 34085, 34088, 34091, 34102, 34103, 34166, 34182]"
557,13,37,"[34295, 34323, 34324, 34325, 34367, 34373, 34390, 34451, 34478, 34485, 34498, 34506, 34513, 34532, 34540, 34543, 34556, 34604, 34614, 34626, 34627, 34631, 34632, 34644, 34681, 34682, 34696, 34713]"
558,13,38,"[34945, 35027, 35089, 35138, 35139, 35140, 35151, 35171, 35238, 35261, 35287, 35298]"
559,13,39,"[35512, 35605, 35618]"
560,14,0,[]
561,14,1,"[3, 27, 100, 144, 292, 359, 371, 382, 397, 401, 507, 549, 550, 551, 552, 553, 554, 555, 562, 595, 606, 618, 647, 672, 744, 745, 746, 817, 870, 898, 917, 945, 946, 964, 992, 1057, 1071, 1122, 1123, 1140, 1183, 1221, 1439, 1485, 1527, 1532, 1539, 1589, 1608, 1660, 1681, 1701, 1709, 1712, 1748, 1763, 1868, 1921, 2011, 2148, 2217, 2225, 2258, 2298, 2299, 2343, 2350, 2378, 2402, 2434, 2550, 2583, 2584, 2633, 2648, 2673, 2677, 2740, 2770, 2779, 2801, 2821, 2867, 2874, 2932, 2989, 3009, 3473, 3641, 3651, 3665, 3670, 3771, 3808, 3836, 3888, 3894, 3927, 4006, 4027, 4104, 4109, 4110, 4152, 4161, 4180, 4188, 4208, 4222, 4225, 4260, 4340, 4377, 4432, 4442, 4549, 4581, 4591, 4623, 4633, 4646, 4660, 4700, 4744, 4755, 4757, 4769, 4770, 4774, 4775, 4797, 4824, 4826, 4854, 4865, 4914, 4924, 4929, 5013, 5019, 5020, 5032, 5094, 5101, 5128, 5219, 5230, 5231, 5270, 5276, 5290, 5300, 5348, 5366, 5376, 5379, 5383, 5385, 5394, 5395, 5398, 5401, 5407, 5414, 5421, 5472, 5474, 5497, 5500, 5501, 5527, 5532, 5588, 5598, 5600, 5645, 5656, 5668, 5673, 5716, 5717, 5720, 5751, 5761, 5773, 5787, 5789, 5805, 5879, 5885, 5929, 5954, 5957, 5958, 5986, 5989, 6045, 6052, 6076, 6134, 6159, 6245, 6281, 6303, 6428, 6469, 6597, 6619, 6644, 6719, 6740, 6751, 6823, 6827, 6828, 6834, 6896, 6921, 6927, 6930, 6934, 6936, 6954, 6988, 6997, 7010, 7096, 7138, 7152, 7194, 7196, 7203, 7215, 7271, 7313, 7317, 7321, 7403, 7413, 7423, 7425, 7433, 7438, 7535, 7541, 7547, 7591, 7605, 7643, 7665, 7680]"
562,14,2,"[9312, 9389, 9397, 9402, 9404, 9459, 9530, 9593, 9662, 9734, 9735, 9761, 9767, 9834, 9961, 10006, 10054, 10115, 10132, 10133, 10139, 10292, 10315, 10359, 10360, 10377, 10393, 10414, 10422, 10440, 10453, 10459, 10472, 10473, 10501, 10511, 10546, 10560, 10570, 10578, 10585, 10638, 10675, 10679, 10737, 10738, 10740, 10764, 10797, 10804, 10805, 10879, 10883, 10890, 10907, 10979, 11049, 11099, 11119, 11176, 11177, 11271, 11300, 11344, 11414, 11419, 11430]"
563,14,3,"[11594, 11595, 11667, 11714, 11715, 11759, 11799, 11842, 11867, 11911, 11919, 11927, 11929, 12036, 12083]"
564,14,4,"[12245, 12246, 12277, 12278, 12284, 12345, 12485, 12529, 12531, 12532, 12620, 12627, 12641]"
565,14,5,"[12815, 12821, 12822, 12863, 12909, 12910, 12975, 12993, 13022, 13091, 13162, 13163, 13263, 13265]"
566,14,6,"[13430, 13432, 13442, 13443, 13459, 13510, 13617, 13626, 13641, 13646, 13677, 13681, 13721, 13722, 13741, 13752, 13780, 13815, 13818]"
567,14,7,"[14050, 14066, 14076, 14077, 14094, 14095, 14097, 14101, 14117, 14119, 14133, 14139, 14140, 14141, 14161, 14173, 14178, 14184, 14197, 14200, 14209, 14250, 14258, 14277, 14279, 14313, 14317, 14321, 14325, 14337, 14339, 14358, 14373, 14378, 14402, 14406]"
568,14,8,"[14657, 14672, 14675, 14678, 14679, 14681, 14710, 14736, 14750, 14754, 14762, 14776, 14779, 14887, 14918, 14923, 14924, 14931, 14934, 14977, 14981, 14995, 14996, 15006, 15011, 15017, 15019, 15021, 15041, 15054, 15063, 15085]"
569,14,9,"[15291, 15324, 15336, 15460, 15465, 15561, 15594, 15601, 15613, 15622, 15644, 15660, 15682, 15683, 15698, 15780]"
570,14,10,"[16035, 16047, 16129, 16163, 16261, 16276, 16306, 16367, 16432, 16482, 16488, 16508, 16524, 16538, 16542, 16554, 16581, 16604, 16619, 16620, 16621, 16622, 16632, 16643, 16659, 16661, 16670, 16705, 16714, 16720, 16735, 16740, 16757]"
571,14,11,"[16936, 16944, 16945, 16985, 16987, 17019, 17077, 17088, 17091, 17097, 17120, 17123, 17139, 17165, 17194, 17195, 17201, 17204, 17216, 17286, 17385, 17420]"
572,14,12,"[17568, 17572, 17589, 17632, 17653, 17677, 17698, 17723, 17727, 17760, 17781, 17826, 17829, 17850, 17877, 17892, 17895, 17904, 17907, 17909, 17913, 17914, 17917, 17920, 17925, 17928]"
573,14,13,"[18042, 18049, 18064, 18065, 18081, 18082, 18104, 18127, 18128, 18146, 18191, 18219, 18231, 18319, 18388, 18395, 18450, 18476]"
574,14,14,"[18789, 18797, 18829, 18834, 18839, 18896, 18971, 18985, 19036, 19053, 19057, 19128, 19141, 19144, 19161, 19206, 19208, 19238, 19243, 19383, 19388, 19393, 19626, 19633, 19639, 19640, 19661, 19740, 19777, 19809, 19816, 19822, 19851, 19871]"
575,14,15,"[20188, 20227, 20274, 20367, 20378, 20384, 20387, 20398, 20416, 20425, 20428, 20430, 20444, 20446, 20485, 20486, 20487, 20488, 20494, 20498, 20499, 20511, 20566, 20572, 20576, 20600, 20624, 20626, 20629, 20641, 20670, 20672, 20709, 20713, 20718, 20726, 20735, 20736, 20746, 20750]"
576,14,16,"[20900, 20982, 20986, 20991, 20992, 21005, 21009, 21014, 21031, 21057, 21065, 21126, 21140, 21147, 21165, 21172, 21193, 21322, 21335]"
577,14,17,"[21470, 21544, 21694, 21699, 21706, 21713, 21725, 21849, 21850, 21863, 21909, 21928, 21949, 21958, 21963, 21970, 21990, 21992, 22023, 22031, 22036, 22038, 22039, 22044, 22058]"
578,14,18,"[22189, 22196, 22207, 22235, 22236, 22247, 22316, 22326, 22418, 22440, 22446, 22458, 22549, 22596, 22653, 22669, 22701, 22705, 22755, 22824, 22833, 22902, 22974, 22991, 23031, 23044]"
579,14,19,"[23189, 23203, 23282, 23300, 23319, 23350, 23449, 23467, 23520, 23580, 23639, 23657, 23660, 23697]"
580,14,20,"[23821, 23825, 23875, 23877, 23890, 23927, 23939, 23975, 23981, 24027, 24043, 24080, 24136, 24173, 24215, 24295]"
581,14,21,"[24483, 24540, 24631, 24638, 24641, 24754, 24769, 24834, 24857]"
582,14,22,"[25123, 25141, 25334, 25361, 25368, 25419, 25527, 25532, 25551, 25612, 25630]"
583,14,23,"[25764, 25829, 25950, 25969, 25971, 26035, 26038, 26058, 26062, 26063, 26068, 26075, 26163, 26221, 26246]"
584,14,24,"[26425, 26427, 26469, 26472, 26481, 26488, 26504, 26507, 26612, 26631, 26633, 26687, 26725, 26779, 26784, 26793]"
585,14,25,"[26930, 26954, 26959, 26979, 26996, 27065, 27087, 27126, 27136, 27161, 27165, 27223, 27227, 27242, 27282, 27288, 27298, 27299, 27302, 27305]"
586,14,26,"[27529, 27533, 27535, 27538, 27551, 27578, 27585, 27598, 27604, 27613, 27623, 27625, 27641, 27718, 27727, 27733, 27811, 27831, 27837, 27845, 27873, 27879, 27942, 27951, 27996, 27997, 28015, 28038]"
587,14,27,"[28163, 28172, 28182, 28190, 28258, 28259, 28261, 28300, 28301, 28349, 28378, 28386, 28395, 28397, 28398, 28401, 28425, 28427, 28428, 28440, 28478, 28481, 28493, 28518, 28519, 28521, 28529, 28536, 28561, 28599, 28607, 28620, 28632, 28638]"
588,14,28,"[28769, 28771, 28813, 28818, 28824, 28848, 28892, 28914, 28930, 28935, 28955, 28980, 28981, 29015, 29037, 29041, 29054, 29055, 29078, 29116, 29194, 29238, 29249, 29252]"
589,14,29,"[29380, 29381, 29405, 29412, 29417, 29447, 29449, 29450, 29451, 29539, 29553, 29573, 29583, 29601, 29624, 29639, 29664, 29681, 29696, 29703, 29713, 29723, 29729, 29736, 29771, 29776, 29782, 29783, 29823, 29841, 29853, 29854, 29863, 29867]"
590,14,30,"[29998, 30003, 30006, 30019, 30034, 30062, 30075, 30149, 30171, 30208, 30209, 30330, 30331, 30333, 30343, 30390, 30473, 30507, 30516]"
591,14,31,"[30634, 30656, 30658, 30664, 30669, 30678, 30679, 30687, 30707, 30726, 30765, 30845, 30852, 30857, 30858, 30862, 30908, 30945]"
592,14,32,"[31166, 31178, 31205, 31262, 31296, 31299, 31362, 31395, 31410, 31453, 31454, 31455, 31493, 31496, 31508, 31587, 31588, 31634]"
593,14,33,"[31761, 31773, 31803, 31848, 31889, 31895, 32000, 32125, 32171, 32179, 32210, 32223, 32264, 32299]"
594,14,34,"[32415, 32426, 32485, 32488, 32535, 32586, 32591, 32706, 32733, 32799, 32872, 32910]"
595,14,35,"[33051, 33057, 33061, 33064, 33068, 33073, 33084, 33113, 33126, 33154, 33158, 33160, 33166, 33168, 33169, 33170, 33174, 33178, 33184, 33218, 33223, 33245, 33280, 33301, 33333, 33448, 33528, 33529, 33571]"
596,14,36,"[33903, 33923, 33998, 33999, 34031, 34054, 34101, 34108, 34181]"
597,14,37,"[34291, 34353, 34413, 34591, 34601, 34609, 34744, 34787]"
598,14,38,"[34904, 34905, 34939, 34957, 35024, 35060, 35078, 35081, 35082, 35083, 35084, 35100, 35102, 35121, 35132, 35152, 35193, 35207, 35223, 35229, 35323, 35335, 35394]"
599,14,39,"[35473, 35495, 35503, 35504, 35510, 35516, 35518, 35521, 35529, 35535, 35552, 35558, 35564, 35570, 35573, 35575, 35588, 35608, 35642, 35644, 35645, 35656, 35668, 35669, 35670]"
600,15,0,[]
601,15,1,"[11, 15, 135, 137, 140, 161, 180, 248, 249, 250, 289, 294, 295, 309, 496, 520, 527, 530, 578, 637, 682, 736, 749, 803, 884, 903, 919, 1083, 1164, 1261, 1294, 1295, 1320, 1346, 1372, 1379, 1410, 1417, 1450, 1451, 1477, 1489, 1494, 1501, 1551, 1773, 1801, 1817, 1835, 1858, 1877, 1890, 1898, 1941, 1948, 1962, 1973, 1990, 2021, 2032, 2036, 2072, 2090, 2161, 2162, 2199, 2226, 2260, 2279, 2313, 2327, 2477, 2490, 2539, 2609, 2637, 2852, 3090, 3177, 3416, 3460, 3511, 3555, 3576, 3635, 3664, 3681, 3686, 3703, 3709, 3713, 3718, 3723, 3725, 3730, 3731, 3736, 3747, 3749, 3761, 3763, 3769, 3770, 3777, 3779, 3791, 3794, 3802, 3803, 3805, 3807, 3809, 3815, 3816, 3822, 3824, 3826, 3831, 3835, 3837, 3839, 3841, 3849, 3852, 3853, 3856, 3857, 3858, 3860, 3861, 3863, 3864, 3865, 3869, 3870, 3876, 3877, 3878, 3880, 3883, 3896, 3943, 3944, 3954, 4078, 4080, 4098, 4102, 4116, 4138, 4150, 4156, 4195, 4228, 4255, 4267, 4287, 4301, 4308, 4331, 4426, 4458, 4478, 4480, 4537, 4542, 4566, 4584, 4589, 4620, 4663, 4689, 4734, 4820, 4912, 4945, 5023, 5141, 5244, 5294, 5307, 5324, 5360, 5365, 5371, 5402, 5482, 5541, 5548, 5568, 5585, 5646, 5710, 5711, 5726, 5808, 5844, 5891, 5934, 5953, 5979, 5983, 5993, 6001, 6056, 6057, 6149, 6346, 6355, 6367, 6443, 6447, 6537, 6560, 6641, 6767, 6782, 6784, 6813, 6830, 6862, 6894, 6932, 7048, 7059, 7188, 7190, 7200, 7266, 7296, 7410, 7509, 7538, 7562, 7595, 7603, 7637, 7694]"
602,15,2,"[9286, 9294, 9330, 9337, 9356, 9365, 9408, 9455, 9490, 9491, 9497, 9607, 9613, 9616, 9678, 9702, 9707, 9796, 9824, 9839, 9848, 9851, 9854, 9864, 9876, 9891, 9898, 9934, 9941, 10146, 10277, 10346, 10406, 10436, 10491, 10562, 10575, 10580, 10592, 10618, 10704, 10708, 10720, 10806, 10817, 10841, 10900, 10986, 11050, 11052, 11056, 11071, 11072, 11158, 11170, 11178, 11204, 11208, 11209, 11210, 11211, 11212, 11213, 11214, 11215, 11216, 11217, 11230, 11235, 11275, 11276, 11284, 11320, 11377, 11384, 11418, 11435]"
603,15,3,"[11599, 11601, 11614, 11642, 11648, 11671, 11698, 11834, 11875, 11882, 11898, 11947, 11952, 11953, 11981, 12043, 12090]"
604,15,4,"[12197, 12218, 12232, 12517, 12526, 12590, 12604, 12683]"
605,15,5,"[12902, 12920, 12930, 12963, 12997, 13029, 13179, 13180, 13181, 13184, 13185, 13194, 13216, 13246, 13285]"
606,15,6,"[13435, 13528, 13592, 13599, 13623, 13624, 13625, 13639, 13654, 13655, 13668, 13699, 13736, 13740, 13782, 13783, 13802, 13807, 13817, 13850, 13877]"
607,15,7,"[14003, 14048, 14143, 14154, 14199, 14207, 14224, 14225, 14235, 14246, 14305, 14310, 14312, 14334, 14379, 14397, 14435, 14478, 14494]"
608,15,8,"[14610, 14616, 14633, 14653, 14716, 14718, 14771, 14783, 14835, 14846, 14940, 14994, 15018, 15073, 15082]"
609,15,9,"[15317, 15345, 15367, 15386, 15400, 15416, 15491, 15501, 15532, 15536, 15537, 15588, 15618, 15627, 15634]"
610,15,10,"[16036, 16043, 16067, 16086, 16102, 16130, 16155, 16189, 16207, 16227, 16246, 16253, 16264, 16291, 16312, 16326, 16350, 16368, 16401, 16403, 16416, 16440, 16451, 16461, 16469, 16519, 16550, 16590, 16709, 16711, 16759]"
611,15,11,"[16894, 17060, 17070, 17144, 17148, 17177, 17186, 17206, 17244, 17333, 17363, 17369, 17370]"
612,15,12,"[17545, 17747, 17798, 17799, 17807, 17866, 17869]"
